ip,isp,city,countrycode,latitude,longitude
64.113.186.130,Metropolitan Educational Council,Westerville,US,40.1071,-82.8981
23.22.56.93,Amazon.com,Ashburn,US,39.018,-77.539
175.141.23.47,TM Net,Kuala Lumpur,MY,3.1911,101.6932
99.117.48.69,AT&T Internet Services,Los Angeles,US,33.9571,-118.4041
71.172.34.214,Verizon Fios,Ridgewood,US,40.9816,-74.1138
46.16.3.210,Updata Infrastructure (UK) Limited,Stevenage,GB,51.9167,-0.2167
46.16.3.211,Updata Infrastructure (UK) Limited,Stevenage,GB,51.9167,-0.2167
46.16.3.213,Updata Infrastructure (UK) Limited,Stevenage,GB,51.9167,-0.2167
79.202.81.4,Deutsche Telekom AG,Oschersleben,DE,52.0333,11.25
75.51.149.215,AT&T U-verse,San Jose,US,37.2525,-121.8894
134.3.87.74,Kabel BW,Reutlingen,DE,48.4833,9.2167
178.131.8.130,Mobin Net Communication Company (Private Joint Sto,,IR,35.6961,51.4231
202.134.51.37,CENET,Canberra,AU,-35.315,149.1286
170.185.93.19,AT&T WorldNet,Fort Thomas,US,39.0797,-84.4538
200.55.213.30,Gtd Internet S.A.,Santiago,CL,-33.45,-70.6667
86.21.127.37,Virgin Media,Bedford,GB,52.0269,-0.4957
37.55.22.172,PJSC Ukrtelecom,Uzhhorod,UA,48.6167,22.3
50.16.145.0,Amazon.com,Ashburn,US,39.018,-77.539
112.209.36.87,Philippine Long Distance Telephone,Pasig,PH,14.5604,121.0812
70.79.42.178,Shaw Communications,Delta,CA,49.0986,-123.0318
173.192.34.95,SoftLayer Technologies,Dallas,US,32.7831,-96.8067
108.183.81.4,Time Warner Cable,North Tonawanda,US,43.0708,-78.8201
72.234.131.62,Hawaiian Telcom,Kailua,US,21.4003,-157.752
24.15.208.142,Comcast Cable,Gary,US,41.5843,-87.3731
195.77.154.18,Telefonica De Espana,Oviedo,ES,43.3603,-5.8448
76.105.252.43,Comcast Cable,Portland,US,45.5377,-122.6006
91.207.8.17,PP Andrey Kiselev,,PL,52.2333,21.0167
24.3.150.191,Comcast Cable,Pittsburgh,US,40.5048,-79.9132
67.189.92.114,Comcast Cable,Portland,US,45.5146,-122.5992
125.168.185.245,Primus Telecommunications,,AU,-33.8615,151.2055
114.32.227.107,HiNet,,TW,23.5,121
24.190.86.43,Optimum Online,South Salem,US,41.255,-73.5409
93.220.214.30,Deutsche Telekom AG,Darmstadt,DE,49.8192,8.6449
151.89.15.211,Selex ES S.p.A,Genoa,IT,44.4167,8.95
72.181.25.212,Time Warner Cable,Brownsville,US,25.9509,-97.3254
31.6.59.57,YHC International BV,London,GB,51.5144,-0.0941
24.158.142.104,Charter Communications,Kingsport,US,36.4907,-82.62
140.94.82.30,Completel,Toulouse,FR,43.6043,1.4437
199.195.108.102,Paradise Valley Unified School District,Phoenix,US,33.6238,-112.004
199.195.108.109,Paradise Valley Unified School District,Phoenix,US,33.6238,-112.004
65.116.73.226,CenturyLink,Columbus,US,45.6366,-109.2521
96.56.158.122,Optimum Online,Brentwood,US,40.781,-73.2522
169.244.131.1,University of Maine System,Lewiston,US,44.0845,-70.1696
71.239.216.32,Comcast Cable,Park Forest,US,41.4632,-87.693
32.211.88.190,Frontier Communications,Niantic,US,41.3277,-72.2177
2.185.134.178,Information Technology Company (ITC),Hamadan,IR,34.7992,48.5146
70.27.169.237,Bell Canada,Kitchener,CA,43.4106,-80.5011
172.221.219.146,Bright House Networks,,US,37.751,-97.822
90.39.44.28,Orange,Morre,FR,47.2259,6.0751
24.15.254.229,Comcast Cable,Schaumburg,US,42.0649,-88.2197
91.73.252.138,Emirates Integrated Telecommunications Company PJS,Dubai,AE,25.2582,55.3047
204.69.84.0,Jefferson Parish School Board,Metairie,US,29.9838,-90.1683
115.70.164.22,Exetel,Melbourne,AU,-37.8139,144.9634
217.218.99.151,Information Technology Company (ITC),,IR,35.6961,51.4231
68.44.61.8,Comcast Cable,Anderson,US,40.1001,-85.672
212.183.128.46,Vodafone Limited,,GB,51.5,-0.13
12.219.83.114,AT&T Services,Plainfield,US,41.627,-88.204
97.103.44.95,Time Warner Cable,Orlando,US,28.4959,-81.2388
171.33.199.173,London Grid for Learning Trust,London,GB,51.5144,-0.0941
93.51.243.206,Fastweb,Lancenigo-Villorba,IT,45.7383,12.2336
212.71.238.108,Linode,London,GB,51.5144,-0.0941
66.240.21.30,Comcast Telecommunications,Moorestown Township,US,39.9757,-74.9439
85.114.55.46,Optima Telekom,,HR,45.1667,15.5
184.72.191.180,Amazon.com,Ashburn,US,39.018,-77.539
66.195.21.34,tw telecom holdings,Montgomery,US,32.2605,-86.2254
209.129.224.185,"California State University, Office of the Chancel",Rohnert Park,US,38.3433,-122.7041
76.187.156.47,Time Warner Cable,Arlington,US,32.7243,-97.0805
217.59.102.186,Telecom Italia,,IT,42.8333,12.8333
62.171.198.187,RM Education plc,Guildford,GB,51.2167,-0.5667
168.254.225.138,Level 3 Communications,Tampa,US,27.9392,-82.4723
64.126.167.2,"First Step Internet, LLC",Nezperce,US,46.2826,-116.232
187.187.132.45,"Mexico Red de Telecomunicaciones, S. de R.L. de C.",Ciudad del Carmen,MX,18.6333,-91.8333
173.217.145.143,Suddenlink Communications,Pineville,US,31.2884,-92.388
71.80.15.246,Charter Communications,Franklin,US,36.6738,-76.857
206.74.122.99,Spirit Telecom,Georgetown,US,33.3615,-79.2759
88.75.47.33,Vodafone DSL,Cottbus,DE,51.7612,14.3544
80.239.242.143,TeliaSonera AB,,,47,8
208.255.153.243,Verizon Business,Hamilton,US,39.1388,-77.6516
98.248.214.208,Comcast Cable,Santa Clara,US,37.3486,-121.951
91.243.69.231,Altibox,Stavanger,NO,58.9701,5.7333
204.108.103.8,Los Angeles Unified School District,Los Angeles,US,33.9204,-118.2747
212.159.116.29,PlusNet Technologies Ltd,Hemel Hempstead,GB,51.75,-0.4667
67.50.248.38,Integra Telecom,Phoenix,US,33.7248,-112.0889
80.229.11.119,PlusNet Technologies Ltd,Maidenhead,GB,51.5034,-0.6877
82.14.88.65,Virgin Media,Southall,GB,51.509,-0.3713
204.108.103.3,Los Angeles Unified School District,Los Angeles,US,33.9204,-118.2747
190.148.126.96,Telgua,Guatemala City,GT,14.6328,-90.5199
98.250.179.239,Comcast Cable,Birmingham,US,42.5457,-83.2165
208.123.156.62,Secom,La Junta,US,37.8463,-103.5836
46.116.222.170,013 NetVision,Tel Aviv,IL,32.0667,34.7667
75.110.38.157,Suddenlink Communications,Greenville,US,35.5235,-77.3008
50.206.74.100,Comcast Cable,Houston,US,29.5878,-95.2241
58.175.36.23,Telstra Internet,Essendon,AU,-37.7667,144.9167
168.216.144.250,WV Department of Education,Follansbee,US,40.3372,-80.5716
206.213.128.78,Santa Clara County Office of Education,San Jose,US,37.3013,-121.8079
195.194.14.139,Jisc Services Limited,Coventry,GB,52.4066,-1.5122
168.19.32.19,Board of Regents of the University System of Georg,Athens,US,33.941,-83.4341
205.155.15.223,"California State University, Office of the Chancel",Watsonville,US,36.9512,-121.724
207.216.81.162,Telus Communications,Nanaimo,CA,49.1886,-123.963
189.191.198.79,Telmex,Ciudad NicolÃ¡s Romero,MX,19.8,-99.65
71.210.80.7,CenturyLink,,US,37.751,-97.822
72.197.20.92,Cox Communications,Oceanside,US,33.1959,-117.3795
66.143.164.138,AT&T Internet Services,Austin,US,30.3106,-97.7227
138.75.201.157,MobileOne,Singapore,SG,1.2931,103.8558
89.104.9.138,Kabelplus GmbH,Hornstein,AT,47.8805,16.4445
60.229.59.174,Telstra Internet,Sydney,AU,-33.8615,151.2055
94.153.8.139,Kyivstar PJSC,,UA,50.45,30.5233
135.23.249.135,TekSavvy Solutions,Markham,CA,43.8486,-79.2617
31.221.120.4,Exponential-e,Maidenhead,GB,51.5034,-0.6877
108.231.150.148,AT&T Internet Services,Berkeley,US,37.8646,-122.2877
211.194.116.22,Korea Telecom,,KR,37.57,126.98
151.26.207.252,Wind Telecomunicazioni,Pescara,IT,42.4584,14.2028
202.45.119.35,iiNet Limited,Mount Waverley,AU,-37.8771,145.1294
37.98.28.208,Mobin Net Communication Company (Private Joint Sto,,IR,35.6961,51.4231
50.16.42.187,Amazon.com,Ashburn,US,39.018,-77.539
54.242.111.241,Amazon Technologies,Ashburn,US,39.018,-77.539
80.246.4.194,TDA AS Maintainer,,DZ,28,3
188.221.152.20,Sky Broadband,Dunstable,GB,51.9392,-0.5148
89.85.103.57,Bouygues Telecom,Rosny-sous-Bois,FR,48.8702,2.4991
64.136.212.17,"SureWest Kansas Operations, LLC",Shawnee,US,39.0147,-94.7395
173.164.180.241,Comcast Business Communications,San Jose,US,37.2722,-121.8436
158.165.232.206,4JNET - Eugene School District 4J,Eugene,US,43.9292,-123.0867
109.26.141.68,SFR,Conde-sur-l'Escaut,FR,50.4544,3.5888
66.249.71.77,Googlebot,Mountain View,US,37.4192,-122.0574
179.191.17.62,Rodrigues Romao Filho Me,Camutanga,BR,-7.4167,-35.2833
115.124.2.58,Somerville,Epping,AU,-37.65,145.0333
117.221.25.95,BSNL,Bengaluru,IN,12.9833,77.5833
64.148.59.51,AT&T Internet Services,East Haddam,US,41.4777,-72.391
68.0.79.193,Cox Communications,Tulsa,US,36.099,-95.8891
77.44.63.90,Daisy Communications,Skipton,GB,53.9667,-2.0167
74.62.65.250,Time Warner Cable,Overland Park,US,38.9593,-94.6811
87.244.83.125,JTGlobal,Saint Helier,JE,49.1833,-2.1
72.177.13.67,Time Warner Cable,Austin,US,30.384,-97.7073
146.158.44.78,ALFA TELECOM s.r.o.,Noyabrsk,RU,63.1667,75.6167
211.95.31.50,China Unicom,Shanghai,CN,31.0456,121.3997
207.74.27.71,Merit Network,Grand Haven,US,43.0161,-86.1267
2.222.164.77,Sky Broadband,West Bromwich,GB,52.5167,-2
223.19.196.232,Hutchison Global Communications,Central District,HK,22.2833,114.15
74.114.87.61,Anchorage School District,Anchorage,US,61.1777,-149.6384
66.41.7.32,Comcast Cable,Minneapolis,US,45.0203,-93.245
152.26.15.10,North Carolina Research and Education Network,Franklin,US,35.1833,-83.4307
184.3.135.220,CenturyLink,Pittsboro,US,35.7519,-79.2248
156.3.55.55,Los Angeles County Office of Education,Lancaster,US,34.7297,-118.1575
108.248.162.181,AT&T Internet Services,Auburn,US,38.8835,-120.9835
49.145.169.18,Philippine Long Distance Telephone,Bacoor,PH,14.4578,120.9425
72.89.111.105,Verizon Internet Services,New York,US,40.7317,-73.9885
206.78.150.154,Merced County Office of Education,Merced,US,37.4115,-120.5039
83.250.160.226,Com Hem AB,VÃ¤sterÃ¥s,SE,59.6162,16.5528
46.60.253.177,South West Grid for Learning Trust,Holsworthy,GB,50.8114,-4.3578
207.28.16.2,Iowa Communications Network,Oelwein,US,42.684,-91.9346
209.118.240.30,XO Communications,Lawrenceville,US,33.935,-83.9538
172.218.183.110,Telus Communications,,CA,43.6425,-79.3872
46.218.35.162,Completel,Montmorot,FR,46.6754,5.5228
119.246.37.159,Hong Kong Broadband Network,Central District,HK,22.2833,114.15
27.110.129.227,Liberty Broadcasting Network,Pasong Tamo,PH,14.6809,121.0673
83.27.68.82,Neostrada Plus,ÅÃ³dÅº,PL,51.75,19.4667
71.192.192.223,Comcast Cable,Agawam,US,42.0655,-72.6271
31.217.56.29,Hrvatski Telekom mobile broadband,,HR,45.1667,15.5
66.102.6.217,Google,Mountain View,US,37.4192,-122.0574
66.102.6.214,Google,Mountain View,US,37.4192,-122.0574
71.63.124.87,Comcast Cable,Mechanicsville,US,37.6134,-77.2564
70.169.90.254,Cox Communications,,US,37.751,-97.822
201.172.66.50,"Television Internacional, S.A. de C.V.",Monterrey,MX,25.6667,-100.3167
121.208.64.123,Telstra Internet,Loganlea,AU,-27.6667,153.1333
72.10.122.9,State of Connecticut,Waterbury,US,41.5348,-73.0233
205.213.108.214,WiscNet,Hudson,US,44.9822,-92.6995
173.74.168.167,Verizon Fios,Flower Mound,US,33.0294,-97.0687
120.52.73.28,China Unicom Cloud Data Company Limited,Beijing,CN,39.9289,116.3883
107.216.175.127,AT&T Internet Services,Sheridan,US,38.9875,-121.3547
117.40.136.165,China Telecom,Nanchang,CN,28.55,115.9333
177.189.34.72,Vivo,SÃ£o Paulo,BR,-23.5475,-46.6361
85.115.52.180,Forcepoint Cloud,,GB,51.5,-0.13
162.78.70.129,Bellevue School District #405,Bellevue,US,47.6201,-122.1653
200.195.66.68,Oi Internet,VitÃ³ria,BR,-20.3194,-40.3378
131.137.245.207,Department of National Defence,Gatineau,CA,45.4833,-75.65
76.68.125.121,Bell Canada,Markham,CA,43.8479,-79.3288
188.21.163.42,Telekom Austria,Leutasch,AT,47.3667,11.15
66.60.234.188,Phonoscope,League City,US,29.5075,-95.0895
173.165.89.161,Comcast Business Communications,McHenry,US,42.3334,-88.2668
142.23.69.254,Province of British Columbia,Vernon,CA,50.2604,-119.2774
190.230.14.4,Telecom Argentina S.A.,Ciudadela,AR,-34.6377,-58.5408
50.115.194.97,CVIN LLC,Tulare,US,36.1815,-119.3623
198.17.32.165,Frisco Independent School District,Frisco,US,33.1356,-96.769
198.17.32.164,Frisco Independent School District,Frisco,US,33.1356,-96.769
107.22.95.116,Amazon.com,Ashburn,US,39.018,-77.539
94.180.111.232,JSC ER-Telecom Holding,Novosibirsk,RU,55.0411,82.9344
71.57.161.149,Comcast Cable,Pompano Beach,US,26.2357,-80.0996
85.226.199.49,Telenor,Strangnas,SE,59.3833,17.0333
203.62.24.216,Australian Academic and Reasearch Network (AARNet),Bonner,AU,-35.1696,149.128
216.199.195.121,Windstream Communications,Newton,US,38.1009,-97.2469
191.36.224.196,Lacerda De Sousa Me,Teresina,BR,-5.0833,-42.8167
71.55.252.193,CenturyLink,Winter Park,US,28.6079,-81.3055
24.20.60.43,Comcast Cable,Salem,US,45.0148,-123.0156
91.196.95.33,One Telecom,Odesa,UA,46.4639,30.7386
69.31.195.118,Xplornet Communications,Lacombe,CA,52.4668,-113.7353
66.131.143.106,Videotron Ltee,Chicoutimi,CA,48.4333,-71.0667
24.104.32.5,Comcast Telecommunications,Berkeley,US,37.9073,-122.282
24.171.168.131,Time Warner Cable,Raleigh,US,35.8204,-78.6783
71.173.148.7,Verizon Fios,Hershey,US,40.2667,-76.6381
85.12.99.234,Jisc Services Limited,Peterborough,GB,52.587,-0.239
24.7.44.37,Comcast Cable,South San Francisco,US,37.6534,-122.4231
75.163.231.73,CenturyLink,Colorado Springs,US,38.8521,-104.7777
24.18.161.99,Comcast Cable,Bonney Lake,US,47.1771,-122.1865
61.224.55.239,HiNet,Taichung,TW,24.1433,120.6814
71.172.204.3,Verizon Internet Services,Somerset,US,40.4981,-74.5245
69.118.102.161,Optimum Online,Watertown,US,41.6152,-73.1154
218.78.210.190,China Telecom,Shanghai,CN,31.0456,121.3997
210.186.53.220,TM Net,Kuantan,MY,3.7696,103.2224
180.95.22.5,Catholic Network Australia,Thornbury,AU,-37.75,145
201.252.41.188,Telecom Argentina S.A.,Buenos Aires,AR,-34.6033,-58.3816
195.83.235.245,Commissariat a l'Energie Atomique,Limoges,FR,45.8315,1.2578
89.186.17.31,VIP,Lublin,PL,51.25,22.5667
163.150.182.245,San Bernardino County Superintendent of Schools,Hesperia,US,34.3661,-117.3205
94.23.12.169,OVH SAS,,FR,48.86,2.35
91.233.50.15,IP-Only Networks AB,Varberg,SE,57.1,12.25
199.195.108.114,Paradise Valley Unified School District,Phoenix,US,33.6238,-112.004
117.18.80.113,Megaport Pty,,AU,-27,133
208.251.194.2,Verizon Business,Aiken,US,33.4483,-81.6921
94.189.42.198,Tele Danmark,Svendborg,DK,55.0598,10.6068
109.26.131.204,SFR,Lomme,FR,50.6436,2.9871
108.18.214.10,Verizon Fios,Hyattsville,US,39.0007,-76.973
37.144.78.146,Beeline Home,Saint Petersburg,RU,59.8944,30.2642
70.176.190.226,Cox Communications,Sahuarita,US,31.9102,-110.8996
99.181.40.26,AT&T U-verse,Huntersville,US,35.4034,-80.8611
207.164.85.162,Bell Canada,Toronto,CA,43.6662,-79.5282
163.248.33.178,Utah Education Network,Draper,US,40.4982,-111.8436
99.45.236.215,AT&T U-verse,Houston,US,29.9612,-95.4982
66.231.132.182,Gainesville Regional Utilities,Gainesville,US,29.6381,-82.4141
205.213.216.5,WiscNet,Ripon,US,43.8771,-88.8457
108.35.26.46,Verizon Fios,Jersey City,US,40.7518,-74.0662
108.180.33.167,Telus Communications,Abbotsford,CA,49.05,-122.3
46.211.132.226,Kyivstar PJSC,,UA,50.45,30.5233
186.115.88.176,Colombia Telecomunicaciones S.A. Esp,BogotÃ¡,CO,4.6492,-74.0628
107.22.43.124,Amazon.com,Ashburn,US,39.018,-77.539
24.32.8.26,Suddenlink Communications,Rockwall,US,32.8685,-96.4031
38.126.11.210,Cogent Communications,Lake Zurich,US,42.2008,-88.043
76.236.119.220,AT&T U-verse,Blue Island,US,41.6646,-87.6873
86.17.15.57,Virgin Media,Alvington,GB,51.7044,-2.5753
124.187.212.18,Telstra Internet,Canberra,AU,-35.276,149.1344
79.119.243.144,RCS & RDS,TÃ¢rgoviÅte,RO,44.9333,25.45
66.235.57.7,Wave Broadband,Duvall,US,47.7356,-121.9344
47.19.155.162,Optimum WiFi,New York,US,40.7553,-73.9924
92.248.138.242,ZAO AKADO-Ekaterinburg,Yekaterinburg,RU,56.8575,60.6125
188.232.187.234,JSC ER-Telecom Holding,Omsk,RU,55,73.4
164.85.6.4,Petrobras,Rio de Janeiro,BR,-22.9,-43.2333
99.29.53.129,AT&T Internet Services,Bellbrook,US,39.6339,-84.074
164.85.6.2,Petrobras,Rio de Janeiro,BR,-22.9,-43.2333
164.85.6.3,Petrobras,Rio de Janeiro,BR,-22.9,-43.2333
86.140.140.215,BT,Manchester,GB,53.55,-2.3333
69.132.185.65,Time Warner Cable,Charlotte,US,35.1862,-80.7479
50.162.215.186,Comcast Cable,Lake Worth,US,26.6171,-80.0723
162.221.229.230,"SureWest Kansas Operations, LLC",Olathe,US,38.8853,-94.8902
75.64.231.27,Comcast Cable,Germantown,US,35.08,-89.7567
107.200.206.88,AT&T Internet Services,,US,37.751,-97.822
88.102.153.143,O2 Czech Republic,Brandys nad Labem-Stara Boleslav,CZ,50.1961,14.6818
128.199.129.57,DigitalOcean,Singapore,SG,1.2931,103.8558
120.151.58.30,Telstra Internet,,AU,-27.471,153.0243
68.57.207.163,Comcast Cable,Richmond,US,39.8381,-84.9054
27.33.94.185,TPG Internet,Flagstaff Hill,AU,-35.0768,138.5916
65.172.73.99,Sprint,Ione,US,38.3389,-120.8875
72.159.148.3,AT&T Internet Services,Columbia,US,34.1192,-80.863
72.219.202.172,Cox Communications,Herndon,US,38.9266,-77.3936
188.143.232.31,Petersburg Internet Network,Saint Petersburg,RU,59.8944,30.2642
198.236.64.23,Multnomah Education Service District,Portland,US,45.5533,-122.5597
104.32.4.158,Time Warner Cable,Ventura,US,34.2783,-119.2932
188.143.232.35,Petersburg Internet Network,Saint Petersburg,RU,59.8944,30.2642
72.159.148.4,AT&T Internet Services,Columbia,US,34.1192,-80.863
72.171.24.248,Hughes Network Systems,,US,37.751,-97.822
96.230.108.6,Verizon Fios,Westborough,US,42.2658,-71.6105
74.70.105.96,Time Warner Cable,Schenectady,US,42.7944,-73.8651
94.154.57.107,INTB Sebastian Pierzchala,Daleszyce,PL,50.8012,20.8057
98.223.182.189,Comcast Cable,Chicago,US,41.7742,-87.7153
63.153.124.31,CenturyLink,Missoula,US,46.7671,-113.9762
86.126.66.213,RCS & RDS,Lugoj,RO,45.6886,21.9031
125.20.83.234,Bharti Airtel,Golaghat,IN,26.5167,93.9667
107.192.236.88,AT&T U-verse,Covington,US,33.512,-83.9496
207.157.17.250,Alabama Supercomputer Network,Huntsville,US,34.7193,-86.5604
70.88.166.222,Comcast Business Communications,Grand Rapids,US,42.8664,-85.6635
95.9.211.218,Turk Telekom,Ankara,TR,39.923,32.8378
98.211.217.245,Comcast Cable,Miami,US,25.7052,-80.4633
101.165.16.31,Telstra Internet,Jamboree Heights,AU,-27.5563,152.934
109.99.140.111,Telekom Romania Communication S.A,Bucharest,RO,44.4186,26.0622
174.60.198.51,Comcast Cable,Reading,US,40.3514,-75.9306
37.130.229.104,Hosting Services,London,GB,51.5144,-0.0941
98.166.139.45,Cox Communications,Yorktown,US,37.13,-76.4503
76.7.60.52,CenturyLink,Charlottesville,US,37.9876,-78.6086
76.8.203.21,Off Campus Telecommunications,Orem,US,40.2903,-111.7236
71.246.31.49,Verizon Fios,Collegeville,US,40.1879,-75.4254
41.33.144.75,TE Data,Cairo,EG,30.0771,31.2859
207.243.120.19,AT&T Internet Services,Seadrift,US,28.4232,-96.592
2.227.162.28,Fastweb,Rome,IT,41.8947,12.4839
162.58.82.135,Federal Aviation Agency,Oklahoma City,US,35.4676,-97.5164
50.92.228.112,Telus Communications,Port Coquitlam,CA,49.274,-122.7649
150.70.97.41,Trend Micro Incorporated,,JP,35.69,139.69
186.80.241.195,Telmex Colombia S.A.,BogotÃ¡,CO,4.6492,-74.0628
100.15.60.46,Verizon Fios,Alexandria,US,38.757,-77.1487
96.5.121.250,Education Networks of America,Baltimore,US,39.343,-76.6858
50.201.27.250,Comcast Cable,East Brunswick,US,40.4293,-74.4203
31.25.2.78,NYnet Ltd,Harrogate,GB,53.9833,-1.5333
66.189.6.183,Charter Communications,Westborough,US,42.3648,-71.8969
68.48.26.59,Comcast Cable,Canton,US,42.3291,-83.4877
76.216.156.179,AT&T U-verse,Anaheim,US,33.8161,-117.9794
54.224.103.112,Amazon Technologies,Ashburn,US,39.018,-77.539
162.252.88.21,CBC,Ridgecrest,US,35.5532,-117.6765
96.53.70.86,Shaw Communications,Surrey,CA,49.1707,-122.7326
46.57.162.200,Syrian Telecom,,SY,35,38
166.127.1.181,Houston Independent School District,Houston,US,29.7346,-95.416
72.34.12.25,MTCO Communications,Metamora,US,40.8133,-89.4087
90.165.136.210,Orange Espana,Granada,ES,37.1882,-3.6067
152.26.211.39,North Carolina Research and Education Network,Mooresville,US,35.589,-80.768
54.234.175.106,Amazon Technologies,Ashburn,US,39.018,-77.539
199.64.72.252,Honeywell International,,,47,8
96.5.130.5,Education Networks of America,Sandpoint,US,48.3432,-116.4536
24.115.167.201,PenTeleData,Wilkes Barre,US,41.2283,-75.7935
98.226.241.28,Comcast Cable,Wilmette,US,42.0772,-87.7286
46.60.253.133,South West Grid for Learning Trust,Holsworthy,GB,50.8114,-4.3578
123.243.32.148,TPG Internet,Campbelltown,AU,-34.086,150.8332
81.218.251.250,Bezeq International,Tel Aviv,IL,32.0667,34.7667
209.34.199.18,Cox Communications,Council Bluffs,US,41.2324,-95.8762
64.45.76.1,University of Maine System,Madawaska,US,47.3163,-68.3007
82.14.225.73,Virgin Media,London,GB,51.5144,-0.0941
124.44.244.83,NTT-ME Corporation,Tokyo,JP,35.685,139.7514
69.62.23.130,Region 16 Education Service Center,Canyon,US,34.9511,-101.8972
98.211.141.116,Comcast Cable,Miami,US,25.7889,-80.2962
64.72.67.162,"Lightower Fiber Networks I, LLC",Newburgh,US,41.5375,-74.0512
208.96.97.68,EastLink,Timmins,CA,48.4669,-81.3331
173.243.78.19,Softcom Internet Communications,Acampo,US,38.1943,-121.2497
46.223.129.20,Kabel BW,Neckarsulm,DE,49.1902,9.2192
191.113.42.29,Movistar Chile,Santiago,CL,-33.45,-70.6667
108.128.97.173,AT&T Internet Services,Lawrenceville,US,33.9188,-84.0678
109.173.208.207,Inea S.A.,Poznan,PL,52.4167,16.9667
